pregunta_1,pregunta_2,pregunta_3,pregunta_4,pregunta_5,pregunta_6,pregunta_7,pregunta_8,pregunta_9,pregunta_10,pregunta_11,pregunta_12,pregunta_13,pregunta_14,pregunta_15,pregunta_16,pregunta_17,pregunta_18,pregunta_19,pregunta_20,pregunta_21,resultado
3,2,2,3,2,3,2,3,4,2,2,2,1,2,3,3,2,2,0,1,2,46
0,3,2,2,1,1,0,4,2,2,1,3,2,1,3,1,2,1,2,2,2,37
1,2,2,2,2,1,1,0,2,1,1,1,2,2,1,3,1,2,1,2,1,31
2,1,2,2,2,1,1,3,0,1,3,3,4,2,2,3,3,3,1,2,2,43
2,2,2,2,2,2,3,1,2,3,3,1,3,2,4,1,2,1,2,1,3,44
0,2,1,3,2,3,2,3,2,1,0,2,1,0,1,2,2,2,2,1,0,32
3,2,2,3,1,3,3,3,1,1,2,2,3,3,2,1,2,2,1,1,2,43
0,2,3,1,2,2,2,1,0,0,1,1,1,2,1,1,2,4,1,2,3,32
0,3,2,1,3,2,1,2,3,2,3,2,1,3,1,2,2,2,2,2,1,40
1,3,1,3,4,2,2,0,2,2,2,1,1,1,2,3,3,1,1,2,1,38
2,3,2,1,1,1,2,2,1,1,1,1,3,3,3,3,2,3,3,0,3,41
3,2,2,2,4,1,2,1,2,3,3,2,2,2,3,3,3,2,2,1,2,47
1,3,2,1,2,1,3,2,3,1,1,2,2,3,2,3,1,3,3,2,1,42
3,3,0,3,3,3,2,1,2,0,1,1,3,2,3,2,1,1,1,3,2,40
2,2,1,2,2,2,3,3,2,1,3,3,4,3,1,1,1,2,2,2,3,45
4,2,4,3,2,1,4,3,1,2,2,2,2,2,1,0,1,3,2,2,1,44
3,2,1,1,2,3,2,2,1,1,2,3,4,2,3,0,2,4,2,3,2,45
2,3,2,1,3,2,1,3,2,3,1,2,1,3,1,2,1,2,3,0,1,39
2,3,1,1,1,1,2,3,0,3,4,2,2,1,2,3,1,0,2,2,2,38
2,2,1,3,1,2,3,1,2,2,4,2,3,2,2,1,3,2,1,1,3,43
1,3,1,1,2,2,3,2,2,2,2,0,3,1,3,0,1,1,2,3,1,36
2,4,3,3,1,3,2,2,2,2,2,2,2,4,2,1,2,0,3,2,2,46
2,3,0,1,2,2,3,1,4,3,4,1,3,2,2,3,2,0,1,3,1,43
3,3,1,3,2,1,3,1,3,1,2,1,3,0,2,1,3,1,1,1,2,38
2,2,1,0,2,3,2,2,3,3,3,1,1,2,2,3,4,2,2,2,3,45
2,1,4,4,1,1,1,1,1,2,1,2,3,2,2,3,2,2,2,2,2,41
4,4,3,2,1,3,4,2,1,1,2,2,3,3,3,3,1,1,2,2,4,51
1,1,3,1,2,1,1,3,3,2,2,1,3,3,2,2,1,1,1,3,2,39
2,3,3,2,3,3,2,1,1,1,4,2,1,3,2,2,2,2,4,3,2,48
1,2,1,3,2,2,1,3,2,3,2,2,2,2,2,3,1,3,1,1,1,40
2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,3,2,1,2,3,42
1,0,2,1,2,0,3,2,1,2,3,2,2,2,2,2,3,1,3,2,2,38
2,2,2,2,1,2,4,2,2,2,3,2,2,3,2,2,1,2,3,1,3,45
3,4,2,1,0,2,2,1,0,3,2,2,1,1,1,3,2,2,3,2,2,39
0,2,2,2,1,1,2,3,3,0,1,2,1,2,2,1,3,2,0,1,3,34
1,2,3,1,2,2,4,1,2,1,1,2,3,1,3,1,1,1,2,1,2,37
0,3,2,1,2,3,3,1,1,2,3,2,2,2,3,3,2,2,2,1,1,41
2,1,0,2,1,3,1,3,2,3,3,0,2,3,1,3,2,1,3,3,2,41
1,3,1,3,1,4,2,2,4,2,1,2,2,1,1,2,1,1,3,3,3,43
2,2,3,2,2,3,2,0,1,2,3,4,2,4,2,3,2,1,0,1,1,42
2,3,2,2,3,2,2,3,1,2,2,1,1,2,1,3,2,0,2,3,1,40
2,1,2,1,2,2,2,1,2,3,3,1,4,1,2,3,2,3,2,2,3,44
2,2,3,2,1,1,3,2,1,3,2,3,0,3,3,2,1,1,2,3,3,43
2,3,2,3,3,2,2,3,2,3,1,3,1,2,1,2,2,3,1,1,2,44
1,3,0,2,1,1,3,2,2,1,1,1,2,2,3,3,1,3,2,1,3,38
2,3,3,2,2,3,2,3,2,3,3,3,0,1,1,1,2,2,2,3,2,45
1,1,3,3,1,2,2,1,0,1,2,1,1,3,2,1,1,2,2,3,3,36
1,1,0,3,2,2,2,2,4,3,3,2,3,3,3,1,3,3,2,0,2,45
1,1,3,3,2,2,1,3,2,2,3,3,3,0,2,2,2,3,1,2,2,43
2,1,2,2,1,3,3,0,3,2,2,3,1,0,2,2,1,3,1,3,2,39
3,0,3,1,4,3,3,2,1,2,3,1,2,1,1,2,1,2,1,3,2,41
2,2,2,2,3,2,1,3,3,4,1,2,1,2,3,2,2,2,3,2,2,46
3,3,2,3,1,3,3,3,1,2,3,2,3,2,2,3,3,2,1,1,3,49
2,1,2,2,1,2,2,1,2,3,3,2,0,2,2,2,2,3,3,2,1,40
3,3,2,1,2,2,2,4,1,0,3,2,3,4,1,4,2,1,3,3,2,48
3,2,2,3,2,3,1,1,1,2,1,0,3,2,1,3,3,2,2,3,1,41
2,3,2,2,3,2,2,2,1,4,4,3,2,2,1,2,2,1,1,3,2,46
2,1,1,1,2,1,1,2,1,2,2,3,3,1,1,3,4,3,1,3,3,41
2,1,2,3,1,3,1,3,3,2,2,2,3,1,3,3,4,3,3,2,3,50
3,1,2,1,2,1,3,3,0,2,1,2,2,2,2,2,1,2,2,2,3,39
2,2,2,1,1,2,2,2,3,1,2,2,3,2,2,2,4,1,3,1,1,41
2,3,1,2,2,2,1,2,2,1,1,4,2,2,3,3,2,3,2,2,3,45
1,2,2,2,3,1,2,2,1,1,3,3,2,3,1,2,0,3,1,1,1,37
4,2,4,3,1,2,1,1,3,1,2,2,2,1,2,3,1,3,4,3,1,46
0,3,1,2,0,2,2,2,2,1,1,1,2,2,1,3,1,1,1,2,2,32
2,1,2,2,1,3,1,1,4,2,3,1,3,1,2,3,3,2,3,2,3,45
2,3,1,1,3,2,2,1,2,3,3,3,1,2,2,2,0,2,2,0,2,39
1,0,2,2,1,1,1,2,3,1,1,3,4,2,0,2,1,2,2,2,3,36
1,3,4,1,3,2,3,3,2,2,3,2,0,3,2,4,1,2,0,3,2,46
1,1,4,2,4,4,3,1,2,3,1,2,1,2,2,2,2,2,2,1,2,44
3,2,3,1,2,4,2,2,2,1,1,4,2,1,3,0,2,2,2,2,2,43
0,0,2,2,2,3,2,2,0,2,3,2,3,3,1,0,4,2,1,1,2,37
1,2,3,2,3,3,3,2,3,2,3,0,1,1,2,2,1,2,3,3,2,44
0,2,1,2,2,2,3,1,3,3,3,2,3,1,1,1,1,2,2,1,3,39
3,2,2,2,3,2,2,2,3,1,1,2,2,2,3,1,1,3,2,1,2,42
1,3,1,1,2,3,3,2,2,3,2,3,3,3,2,3,2,3,3,2,4,51
2,3,3,2,4,3,3,2,2,2,2,2,2,1,2,3,1,4,4,1,3,51
2,1,1,2,3,2,4,2,2,1,3,2,0,1,2,0,1,3,2,1,1,36
2,2,2,3,3,2,2,1,1,3,1,2,1,3,1,1,2,1,3,2,2,40
3,2,1,3,3,0,4,1,2,3,0,2,1,2,2,1,2,3,2,1,3,41
1,2,3,1,2,2,1,1,3,2,2,3,1,3,1,2,1,2,4,2,2,41
1,2,1,2,4,1,3,2,2,0,1,3,1,2,3,1,2,1,1,2,1,36
0,3,1,2,2,2,1,1,3,1,3,3,1,2,2,1,3,1,2,2,2,38
0,4,2,3,4,2,3,3,2,1,2,3,3,2,2,1,2,2,2,3,1,47
3,2,1,2,1,1,3,1,3,3,2,2,3,2,1,3,1,2,3,1,2,42
2,1,2,3,0,4,1,3,3,3,4,3,3,2,1,4,2,3,2,1,2,49
3,1,2,3,1,1,3,2,2,2,2,3,3,2,3,3,3,3,1,1,2,46
2,2,1,2,1,3,2,3,2,2,1,1,3,1,2,2,3,2,4,2,3,44
2,2,4,3,3,1,2,4,2,0,0,1,1,0,2,2,1,0,4,1,3,38
3,3,3,2,0,1,1,3,2,1,4,1,2,2,2,1,3,3,2,4,2,45
2,3,3,2,2,2,3,1,1,3,1,3,2,1,1,4,2,2,3,2,2,45
3,2,3,2,4,1,2,2,2,2,2,3,0,2,2,1,1,2,3,3,2,44
2,3,3,2,2,1,2,1,2,2,3,2,2,1,4,2,2,1,2,3,1,43
2,4,1,2,2,2,2,0,1,0,3,3,1,0,2,3,2,4,1,3,3,41
0,2,3,2,2,0,3,4,1,1,3,0,1,2,3,2,1,1,3,1,2,37
2,2,1,3,3,2,3,1,1,4,0,3,3,2,2,3,2,2,3,2,2,46
1,2,1,3,2,1,3,3,2,1,1,3,2,2,2,2,3,2,2,2,3,43
2,1,3,2,3,1,2,1,1,3,2,1,2,2,3,1,3,1,3,3,2,42
3,3,1,2,3,2,3,3,1,2,1,1,2,2,2,1,2,2,3,3,1,43
3,1,2,0,2,3,1,2,2,1,2,1,2,2,0,2,2,2,1,0,1,32
2,2,3,1,4,1,0,3,2,2,1,1,2,4,1,3,4,2,3,1,2,44
1,2,2,2,2,2,2,3,2,3,0,2,1,2,3,2,2,2,2,3,0,40
1,3,1,3,1,3,2,2,4,4,1,3,3,3,2,1,2,3,2,2,3,49
3,1,2,3,2,1,3,2,3,1,2,2,2,3,2,4,2,2,3,2,3,48
4,1,1,1,3,1,3,2,2,2,1,2,3,2,1,3,1,3,1,3,3,43
3,3,1,1,1,1,3,3,2,3,2,2,2,2,2,4,2,2,2,2,1,44
2,3,2,1,1,2,3,2,2,3,1,1,2,2,2,2,3,1,3,3,3,44
2,2,1,3,2,1,3,1,2,2,2,2,3,1,1,2,1,1,2,1,2,37
3,2,1,2,2,3,1,2,3,2,2,2,2,2,2,1,2,2,1,2,3,42
1,3,2,4,3,2,1,1,2,2,1,4,3,3,1,2,1,3,2,3,1,45
2,3,1,1,0,2,1,1,1,3,3,2,3,3,2,3,1,1,2,3,1,39
2,1,2,2,2,1,1,3,3,2,2,3,2,1,3,3,2,1,3,3,0,42
0,4,3,2,2,2,2,2,2,1,2,2,3,2,3,3,3,3,2,3,2,48
4,2,2,2,1,1,2,2,1,1,3,2,3,3,4,2,1,2,1,2,2,43
2,3,1,3,2,1,1,2,1,1,1,2,3,2,2,2,2,3,1,2,3,40
1,4,3,1,2,3,0,4,1,1,1,1,1,2,2,2,2,3,4,2,0,40
1,1,1,1,2,2,2,3,4,3,2,4,4,1,2,1,3,2,2,3,3,47
0,2,1,2,1,4,3,1,2,3,1,3,3,1,1,1,2,3,0,4,3,41
1,1,2,4,2,0,2,2,1,1,3,0,2,2,1,1,1,0,2,1,2,31
2,1,1,2,3,3,2,2,2,3,2,3,1,2,1,0,2,4,2,2,1,41
1,2,3,2,2,2,0,4,2,2,1,3,2,4,2,2,2,3,1,3,3,46
2,2,1,3,2,3,2,0,1,1,2,2,2,3,3,3,1,3,1,1,2,40
2,1,2,3,2,1,3,2,1,2,3,3,2,1,1,2,3,2,2,3,3,44
0,3,2,2,1,2,4,1,3,1,4,1,2,2,4,2,1,3,2,2,1,43
1,2,3,2,2,0,2,2,1,2,2,3,1,3,2,4,2,0,3,3,1,41
2,2,3,4,1,1,3,3,1,2,2,2,3,1,1,2,3,3,3,2,2,46
2,2,3,2,3,1,2,3,2,0,2,4,2,2,3,2,2,2,3,2,3,47
3,1,2,0,1,3,1,3,2,1,1,2,3,3,2,2,3,2,2,1,2,40
0,3,2,2,1,3,3,2,1,2,2,4,3,3,0,3,2,2,2,3,1,44
1,2,3,1,3,2,2,2,1,2,1,3,3,1,1,1,2,0,3,1,0,35
1,3,2,1,1,2,2,2,3,2,2,2,2,2,2,3,2,3,1,3,2,43
0,2,1,2,2,3,2,2,1,2,2,0,2,1,2,2,1,2,1,1,2,33
1,1,3,2,3,2,1,1,1,3,2,4,3,3,1,2,2,0,2,2,2,41
2,2,3,3,1,4,3,2,2,2,3,2,0,2,0,2,0,2,2,3,4,44
3,1,3,1,0,3,3,4,2,3,1,3,2,1,1,2,1,3,2,2,3,44
3,2,3,2,4,2,1,2,1,3,3,3,4,0,3,1,3,2,2,3,1,48
1,3,2,1,1,1,3,2,2,2,2,1,2,2,3,3,2,1,3,1,1,39
1,1,2,2,1,0,3,2,3,1,1,2,3,2,3,2,0,4,2,1,2,38
3,1,1,3,1,2,1,2,1,1,2,2,2,2,2,4,3,3,3,1,1,41
3,3,1,1,1,0,3,3,3,2,1,2,2,1,2,3,3,2,1,2,1,40
4,2,2,1,2,2,2,3,1,2,3,2,2,2,3,1,1,0,2,3,2,42
3,1,2,1,1,2,2,1,3,3,2,2,3,3,2,2,2,1,1,3,2,42
3,1,2,2,1,0,1,1,3,0,4,1,2,3,3,2,1,3,2,3,3,41
1,3,1,3,2,1,2,2,1,1,2,1,2,2,4,1,2,4,3,2,3,43
2,1,2,3,1,2,2,2,2,3,1,2,2,2,3,2,2,2,2,1,4,43
3,1,4,1,3,2,3,0,4,1,1,1,1,3,3,4,2,1,3,1,1,43
3,2,2,2,1,1,2,3,4,2,3,1,3,3,2,3,0,3,2,2,2,46
1,0,2,0,2,2,3,3,2,2,1,4,2,2,3,3,4,3,0,2,3,44
1,3,2,2,2,1,3,2,3,1,1,2,3,3,2,4,2,3,4,2,3,49
2,0,2,3,3,3,2,1,2,2,3,1,2,3,1,1,1,3,2,2,2,41
2,3,1,1,2,0,1,2,1,2,1,0,2,2,3,3,2,1,2,2,2,35
4,2,1,3,1,1,2,2,0,2,1,2,3,2,3,2,2,3,2,2,2,42
2,3,3,1,2,2,1,0,2,3,1,2,2,2,0,1,1,4,3,3,2,40
1,2,3,2,2,1,2,2,3,2,1,1,1,2,4,1,3,3,2,2,2,42
1,4,2,3,2,3,2,3,2,3,3,2,3,1,3,2,2,2,2,2,3,50
3,2,3,3,2,3,3,3,4,2,0,3,2,0,2,2,2,3,2,2,2,48
3,2,3,1,1,2,2,1,1,3,2,3,2,0,2,3,2,2,1,3,2,41
2,3,3,2,3,1,2,2,3,3,3,2,2,2,2,1,3,2,2,2,2,47
1,1,3,3,2,3,1,0,2,2,1,3,3,2,2,1,3,3,3,2,3,44
1,2,2,1,2,1,2,2,3,2,2,4,2,2,3,3,2,3,1,1,2,43
1,1,1,3,2,1,1,3,2,1,2,4,2,2,0,3,1,1,2,2,1,36
2,1,2,1,3,0,2,3,2,1,2,1,3,2,1,2,0,2,1,4,2,37
3,2,3,3,2,2,2,2,1,2,0,2,3,2,4,1,2,2,2,2,2,44
1,2,2,2,2,2,3,1,2,2,1,2,2,2,2,1,1,3,1,2,1,37
3,2,1,2,1,2,2,3,2,1,2,1,3,1,3,1,2,3,2,3,2,42
0,2,1,3,3,1,2,2,2,1,0,1,2,3,2,2,3,2,3,2,3,40
2,4,3,3,2,2,2,3,1,2,2,2,0,3,2,2,2,3,3,0,1,44
4,2,3,2,2,3,3,1,3,2,2,1,2,3,2,2,2,1,3,2,2,47
2,1,2,2,2,0,2,1,2,3,3,1,3,3,2,2,3,3,1,3,2,43
2,0,0,2,2,1,2,2,1,1,3,3,2,2,2,1,0,2,1,2,3,34
4,2,1,3,1,3,2,3,1,1,3,2,2,4,3,1,3,1,2,1,2,45
2,2,2,2,3,2,1,2,0,2,2,2,3,2,2,2,3,1,0,2,1,38
2,1,3,3,3,2,1,2,1,3,2,1,3,2,2,4,3,0,2,2,3,45
2,3,1,1,2,2,1,2,2,1,3,1,3,0,3,2,2,0,2,3,3,39
1,1,2,1,2,1,1,1,1,1,0,2,1,2,2,3,2,2,3,2,1,32
1,2,3,2,0,2,2,1,2,2,2,0,3,2,2,1,0,1,2,2,3,35
2,1,3,3,2,4,1,1,2,3,1,2,0,2,0,2,2,3,2,3,3,42
2,1,2,2,2,2,3,2,3,1,3,2,2,2,2,3,2,1,1,2,2,42
2,3,3,4,2,2,0,3,1,2,3,3,3,1,2,2,2,3,2,4,2,49
3,2,1,4,3,2,3,1,2,0,3,1,1,2,3,3,3,3,2,3,3,48
3,1,3,3,3,2,2,0,1,1,1,4,1,2,1,1,2,2,2,3,2,40
1,4,2,2,2,2,1,2,2,2,2,1,1,0,3,1,3,3,1,2,3,40
2,1,2,3,2,1,2,3,4,1,3,3,2,2,1,2,2,3,2,1,1,43
1,1,2,1,2,0,4,1,2,3,3,2,3,3,1,2,1,2,1,2,1,38
3,2,3,2,2,4,2,2,2,2,2,2,3,2,3,4,3,1,3,1,4,52
2,1,3,0,2,1,3,1,1,1,2,3,1,2,2,4,1,3,2,3,1,39
3,2,2,4,1,3,1,2,2,2,2,3,2,3,2,1,3,3,1,2,2,46
2,1,2,1,2,3,3,2,1,2,3,2,0,1,2,1,3,2,2,3,1,39
4,1,3,1,3,2,2,2,0,3,2,2,1,3,3,3,3,3,2,1,3,47
2,2,1,3,3,3,3,2,3,1,3,3,2,3,2,2,2,3,0,2,0,45
3,3,3,2,1,2,1,1,3,2,2,2,3,1,3,3,2,2,3,2,2,46
1,1,1,1,2,1,1,1,3,0,2,3,1,2,2,0,2,3,1,4,1,33
3,4,1,3,1,2,0,2,2,2,1,3,4,4,1,3,3,3,3,3,0,48
2,2,2,1,2,3,2,1,3,1,2,3,2,3,1,3,2,2,2,2,3,44
2,1,2,1,3,1,3,2,3,2,0,1,2,3,2,2,1,1,0,4,3,39
2,2,0,1,1,2,3,1,3,1,1,2,4,2,1,1,1,2,1,4,3,38
1,4,3,3,2,2,2,1,2,1,4,2,3,1,2,2,2,1,3,2,2,45
1,3,1,3,2,3,2,3,2,4,2,0,2,2,0,1,4,2,1,2,2,42
3,3,2,3,3,3,2,1,3,2,1,2,4,2,1,1,2,1,2,1,1,43
4,1,2,1,1,1,3,2,2,1,2,2,2,2,3,2,3,3,1,3,2,43
3,0,1,2,1,2,3,2,3,1,0,3,3,0,1,2,3,0,2,2,1,35
1,3,3,1,2,2,2,2,0,2,1,2,1,2,2,3,2,1,2,2,2,38
3,2,3,3,2,3,3,2,1,3,1,2,2,2,4,1,3,2,2,3,1,48
2,2,1,1,2,2,1,1,1,3,3,1,1,1,2,2,1,2,1,2,3,35
3,3,1,3,2,2,2,0,3,3,2,1,2,2,2,2,2,2,2,1,3,43
2,3,3,1,1,2,2,0,3,0,2,1,3,2,3,3,1,3,2,1,1,39
2,2,2,0,2,4,2,3,2,2,2,1,3,4,3,1,2,1,3,2,1,44
4,2,3,2,4,2,0,2,0,2,1,3,3,2,3,1,2,1,2,2,3,44
1,2,2,2,2,2,1,3,1,4,0,0,3,1,2,3,3,1,0,1,3,37
1,2,1,2,2,0,1,2,2,1,1,3,4,1,2,2,1,2,2,2,2,36
2,1,3,2,2,3,2,2,1,3,3,4,3,3,2,2,1,2,1,1,1,44
3,2,2,2,2,3,2,3,3,1,0,1,2,2,3,2,1,1,3,4,4,46
3,3,2,2,3,3,3,2,2,3,1,0,2,2,3,1,2,2,2,3,3,47
2,3,0,3,2,1,3,2,3,1,0,2,3,1,2,3,2,1,2,3,2,41
2,2,1,1,2,2,2,3,3,2,1,3,2,2,1,3,2,3,2,3,3,45
2,3,2,3,2,1,2,4,2,1,2,1,1,1,2,2,2,1,3,2,2,41
2,3,0,4,2,3,3,1,3,3,1,2,2,2,2,3,2,1,1,3,3,46
3,2,4,3,1,2,3,3,3,2,3,3,1,1,1,4,3,2,3,2,2,51
2,0,3,2,1,3,1,1,2,1,3,2,0,3,3,4,1,2,3,4,2,43
2,3,1,2,3,3,3,3,3,2,1,1,3,3,3,2,3,1,2,4,3,51
2,2,4,2,1,1,2,4,1,2,1,1,2,2,1,2,1,2,3,3,2,41
2,3,1,2,3,3,2,1,1,3,3,2,0,4,2,2,2,1,2,1,4,44
2,2,1,2,1,2,3,2,1,2,3,1,2,3,3,0,2,2,3,3,2,42
3,3,2,1,2,3,2,2,2,0,1,1,3,2,4,1,2,3,1,1,2,41
3,2,1,2,1,0,3,3,2,3,2,2,3,3,3,4,3,0,1,2,1,44
1,2,3,3,2,2,2,4,3,1,2,2,2,4,1,2,3,2,2,2,4,49
2,1,2,2,3,4,2,2,3,3,3,1,0,0,3,2,2,1,3,2,0,41
3,3,2,3,2,1,3,1,3,3,3,1,2,3,3,3,0,1,2,1,1,44
3,2,0,0,2,2,1,3,2,3,1,1,2,2,3,1,2,3,1,2,2,38
0,3,3,3,1,3,2,3,2,1,3,2,3,2,2,2,2,2,2,1,4,46
3,1,4,1,2,0,2,2,1,3,3,1,1,2,1,4,3,2,3,2,2,43
2,2,3,2,3,3,0,2,1,2,2,1,2,2,3,0,2,3,2,1,2,40
1,2,2,0,1,2,2,2,2,3,1,1,2,2,4,4,4,0,2,1,3,41
2,0,2,2,3,1,2,2,2,2,1,3,1,1,2,3,1,2,3,2,2,39
2,2,2,1,3,3,2,1,2,1,2,3,2,2,1,2,0,0,2,3,3,39
2,2,2,1,3,1,0,2,1,1,1,2,2,2,3,2,3,3,2,2,1,38
3,2,3,0,2,1,2,1,2,3,3,3,2,2,2,1,3,2,2,2,3,44
2,3,3,1,2,1,2,2,4,2,3,2,2,2,3,1,2,2,2,1,1,43
2,1,2,1,3,1,2,2,2,2,2,3,2,2,1,3,2,3,1,2,0,39
2,3,1,2,3,2,0,2,2,0,2,2,3,3,0,3,2,2,1,3,3,41
2,2,4,3,1,2,1,1,2,2,3,0,3,2,3,0,3,1,3,2,1,41
3,2,3,3,2,3,2,1,2,1,1,2,2,2,1,2,2,1,2,1,1,39
1,3,0,2,1,2,1,4,2,1,3,2,2,3,4,2,3,1,2,3,1,43
3,3,3,2,1,2,1,2,3,1,2,2,2,0,3,4,0,3,1,4,2,44
1,3,3,3,1,1,2,3,3,2,2,1,1,2,1,2,2,4,1,1,3,42
2,1,2,3,1,0,2,4,3,1,3,1,2,1,2,3,1,3,3,1,1,40
2,3,2,2,2,1,3,3,2,3,1,3,2,3,3,3,3,2,1,2,2,48
3,2,2,2,1,3,2,1,2,1,2,3,3,1,2,2,1,2,2,2,3,42
3,3,3,3,3,4,2,2,3,2,3,2,2,2,2,2,2,3,1,3,3,53
1,3,2,3,2,3,3,3,4,3,3,3,2,3,1,3,3,4,4,4,4,61
3,2,3,3,2,4,4,2,1,3,3,3,4,2,3,3,3,2,3,3,2,58
2,4,2,2,3,3,3,3,2,3,4,2,2,2,3,3,2,4,3,3,3,58
4,3,2,1,2,4,3,3,3,2,2,4,2,4,1,2,4,3,0,4,3,56
3,2,4,4,4,3,4,1,3,2,1,4,3,1,3,2,3,4,3,3,3,60
2,3,2,4,3,4,3,4,1,2,4,4,1,3,3,2,2,2,3,3,2,57
2,3,2,2,3,1,4,3,2,3,3,3,3,2,3,4,3,2,2,2,3,55
3,2,1,3,2,1,3,3,2,4,4,2,3,3,4,3,3,3,3,2,4,58
2,3,4,2,3,3,2,3,2,3,2,4,3,3,2,2,3,3,4,4,4,61
3,2,3,2,3,4,1,2,4,1,2,2,3,3,3,3,2,2,3,3,3,54
3,2,2,4,4,1,4,4,3,2,2,3,2,4,2,3,2,4,3,3,1,58
3,2,2,3,3,4,2,3,3,2,2,3,2,4,2,4,3,3,2,2,3,57
4,4,2,3,1,4,4,2,3,2,3,2,3,1,2,3,3,3,2,4,4,59
2,3,3,3,3,4,3,2,3,2,3,4,1,3,3,3,2,3,1,4,2,57
4,3,2,3,3,3,1,2,2,2,2,3,2,3,4,2,2,3,2,3,4,55
3,3,2,2,3,2,3,4,2,2,2,3,3,2,3,4,1,2,3,3,3,55
2,2,4,3,3,3,3,2,3,2,2,3,2,3,3,2,2,2,1,3,2,52
3,2,3,2,3,4,2,2,4,4,4,3,4,3,2,3,3,2,3,3,2,61
3,3,4,3,3,3,3,3,4,3,2,3,4,2,1,3,3,2,3,2,2,59
2,4,0,2,3,3,3,3,3,2,3,1,3,2,3,1,3,4,4,3,4,56
3,2,2,3,4,1,3,3,3,2,2,4,3,3,3,4,2,2,3,3,2,57
3,3,4,3,3,2,2,2,4,3,3,3,3,4,3,2,4,3,4,2,4,64
2,2,3,3,3,3,3,3,2,3,3,3,3,3,1,2,2,1,4,1,4,54
2,1,4,3,3,1,3,4,3,3,4,3,2,2,2,4,2,3,2,3,3,57
3,2,3,3,3,2,3,3,2,3,3,4,4,3,3,3,2,3,2,4,3,61
0,3,3,3,3,2,2,3,3,2,3,3,1,4,2,2,2,2,3,2,3,51
3,0,2,2,4,3,3,3,2,4,2,2,3,2,3,3,2,3,2,3,1,52
4,2,2,3,3,1,4,3,3,3,3,1,4,2,3,4,3,4,3,4,4,63
3,2,3,1,2,3,2,2,3,3,1,2,3,2,3,1,3,2,3,3,2,49
2,4,3,3,2,1,3,3,2,3,3,3,3,3,2,4,1,4,3,1,3,56
2,3,2,4,4,2,3,4,3,3,3,3,3,1,4,2,4,4,2,3,4,63
3,3,3,2,2,2,3,3,2,4,2,3,2,2,3,2,4,2,2,2,3,54
3,2,4,3,1,3,3,3,2,2,3,3,3,3,4,3,3,2,3,3,3,59
3,3,4,4,2,4,2,3,3,2,3,3,3,4,2,3,2,3,3,2,4,62
2,3,4,4,4,3,2,1,2,2,4,3,2,2,1,2,2,1,3,4,3,54
2,3,2,3,3,4,3,3,2,3,4,3,3,1,2,3,3,3,3,3,3,59
3,3,2,2,1,4,1,4,3,4,3,3,4,3,2,2,3,3,4,1,3,58
4,2,2,2,3,4,3,3,3,2,1,2,4,3,3,3,2,0,3,3,4,56
3,3,2,3,2,2,2,4,3,3,3,3,2,3,3,3,3,3,3,2,2,57
4,4,2,2,3,4,4,2,3,2,2,3,3,4,2,0,3,2,3,3,4,59
2,3,2,3,1,1,3,2,3,1,3,3,3,2,3,3,3,3,3,3,3,53
1,3,4,3,3,2,2,2,2,0,3,3,3,3,4,2,4,3,1,1,2,51
2,2,3,3,3,2,4,3,3,4,3,4,3,3,2,3,3,3,3,3,2,61
3,3,2,2,3,3,3,1,3,1,3,4,2,2,2,2,3,3,2,3,1,51
3,2,3,3,2,3,3,3,3,3,2,2,2,3,2,3,2,2,4,3,2,55
4,2,3,3,2,3,3,1,3,3,2,4,2,2,4,3,3,4,2,4,2,59
3,3,4,2,2,2,4,1,3,4,3,4,3,3,3,2,2,3,3,3,4,61
3,3,4,4,2,2,3,3,2,1,4,3,3,3,3,3,2,3,4,3,1,59
2,4,2,2,3,3,4,3,2,3,2,3,3,3,3,2,3,3,1,3,3,57
1,3,1,4,4,2,3,2,3,1,2,3,2,4,2,4,3,3,3,4,3,57
3,4,3,2,2,3,3,3,4,2,3,4,3,3,2,4,3,3,1,3,3,61
3,1,3,2,3,2,4,0,3,1,3,4,3,3,3,1,3,2,4,2,3,53
2,2,2,3,3,4,3,3,3,3,2,1,3,4,2,2,1,3,3,3,2,54
2,4,3,2,3,1,4,3,3,3,4,4,3,3,4,3,2,2,4,4,2,63
4,3,3,3,3,3,3,3,4,2,2,2,4,4,4,3,3,2,3,4,3,65
4,3,3,4,2,3,1,3,4,2,2,3,2,4,2,2,3,2,3,3,3,58
4,3,4,0,2,1,3,3,3,3,2,2,4,3,2,2,2,1,3,4,0,51
2,2,3,3,3,0,3,3,3,2,4,2,3,3,3,3,2,2,4,3,4,57
2,2,3,4,3,3,3,4,4,2,1,3,3,3,2,3,3,4,3,3,2,60
3,4,4,3,2,3,4,3,1,3,4,3,3,3,2,2,4,2,3,3,2,61
3,2,3,3,4,2,2,3,2,3,3,1,2,4,3,4,2,2,2,3,3,56
3,3,3,3,4,1,2,3,2,4,3,4,3,1,3,2,2,2,3,3,3,57
3,3,3,3,4,4,3,3,2,2,4,2,2,4,3,3,3,3,2,2,3,61
2,3,2,1,3,3,3,4,2,2,3,2,3,4,3,3,3,2,2,2,3,55
4,3,4,3,4,1,3,3,3,1,4,2,3,1,2,3,1,2,1,2,4,54
